1.0023052380778996 8.91896e-30
1.0046157902783952 2.09496e-30
1.0069316688518042 1.18227e-30
1.0092528860766845 8.79489e-31
1.0115794542598986 7.34681e-31
1.0139113857366795 6.49241e-31
1.0162486928706955 5.9139e-31
1.0185913880541169 5.48307e-31
1.02093948370768 5.13986e-31
1.023292992280754 4.85298e-31
1.0256519262514077 4.60473e-31
1.0280162981264735 4.38445e-31
1.030386120441616 4.18533e-31
1.0327614057613974 4.00286e-31
1.035142166679344 3.83394e-31
1.0375284158180127 3.67632e-31
1.039920165829059 3.52836e-31
1.0423174293933042 3.38883e-31
1.0447202192208 3.25675e-31
1.0471285480508996 3.13137e-31
1.0495424286523223 3.01207e-31
1.0519618738232228 2.89832e-31
1.0543868963912588 2.78972e-31
1.0568175092136585 2.68588e-31
1.0592537251772889 2.58649e-31
1.0616955571987245 2.49128e-31
1.0641430182243161 2.40001e-31
1.066596121230258 2.31245e-31
1.069054879222658 2.2284e-31
1.0715193052376064 2.14769e-31
1.0739894123412448 2.07015e-31
1.076465213629835 1.99564e-31
1.0789467222298288 1.924e-31
1.081433951297938 1.85512e-31
1.0839269140212036 1.78887e-31
1.0864256236170655 1.72513e-31
1.0889300933334334 1.6638e-31
1.0914403364487566 1.60478e-31
1.093956366272094 1.54798e-31
1.096478196143185 1.49329e-31
1.099005839432521 1.44065e-31
1.101539309541415 1.38996e-31
1.1040786199020731 1.34115e-31
1.1066237839776663 1.29414e-31
1.109174815262401 1.24887e-31
1.1117317272815912 1.20527e-31
1.11429453359173 1.16327e-31
1.1168632477805611 1.12282e-31
1.1194378834671515 1.08384e-31
1.1220184543019633 1.0463e-31
1.1246049739669264 1.01013e-31
1.1271974561755105 9.75281e-32
1.1297959146727978 9.41706e-32
1.132400363235557 9.09356e-32
1.135010815672315 8.78187e-32
1.1376272858234309 8.48154e-32
1.1402497875611686 8.19215e-32
1.1428783347897717 7.91331e-32
1.1455129414455356 7.64461e-32
1.1481536214968828 7.38571e-32
1.1508003889444358 7.13622e-32
1.1534532578210923 6.89581e-32
1.1561122421920988 6.66416e-32
1.158777356155126 6.44094e-32
1.1614486138403428 6.22584e-32
1.1641260294104914 6.01857e-32
1.1668096170609625 5.81886e-32
1.169499391019871 5.62642e-32
1.1721953655481305 5.441e-32
